ranking,SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking,pontuacao_unidade
1922.0,19152,VARA DO TRABALHO DE JANUÁRIA,13199.0,GRA1T,2489.0,januaria,MG,3135209.0,Varas Trabalhistas,T,,-15.492613,-44.362321,0,59,2917.389830508475,53.524278373453065,1,1,7,1922.0,12415.999707637353
1923.0,20042,Valença  - 01a Vara,13201.0,GRA1T,5359.0,valenca,BA,2932903.0,Varas Trabalhistas,T,,-13.3508664,-39.0574244,0,246,1879.9756097560971,15.565835466702447,3,1,8,1923.0,12481.747987647052
1924.0,20677,CABO DE SANTO AGOSTINHO  - 01A VARA,13202.0,GRA1T,815.0,cabo de santo agostinho,PE,2602902.0,Varas Trabalhistas,T,,-8.2845055555556,-35.035486111111,0,512,2420.15625,181.267785615984,1,1,46,1924.0,12499.517956432206
1925.0,30110,2ª VARA DO TRABALHO DE SÃO VICENTE,13198.0,GRA1T,4861.0,sao vicente,SP,3551009.0,Varas Trabalhistas,T,2.0,-23.954956,-46.374606,0,104,2185.9615384615386,714.1374967989043,1,3,1,1925.0,12521.193040369433
1926.0,22296,VT DE PAU DOS FERROS,13217.0,GRA1T,3612.0,pau dos ferros,RN,2409407.0,Varas Trabalhistas,T,,-6.112331,-38.2052039,0,262,4712.454198473282,85.54138979925263,1,1,70,1926.0,12525.210320502674
1927.0,20552,Vara do Trabalho de Paragominas,13204.0,GRA1T,3524.0,paragominas,PA,1505502.0,Varas Trabalhistas,T,,-2.9945111111111,-47.352366666667,0,437,1894.7711670480548,50.965523386745396,1,1,16,1927.0,12535.327642225322
1928.0,30305,VARA DO TRABALHO DE SÃO RAIMUNDO NONATO,13218.0,GRA1T,4820.0,sao raimundo nonato,PI,2210607.0,Varas Trabalhistas,T,,-9.015002,-42.688628,0,1518,3747.868906455863,850.8335771928015,1,1,391,1928.0,12548.867428546826
1929.0,29283,GOIÂNIA  - 10A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1303,2318.8894858019958,346.92441102843696,3,1,123,1929.0,12677.29278650359
1930.0,20665,RECIFE  - 16A VARA,13202.0,GRA1T,4059.0,recife,PE,2611606.0,Varas Trabalhistas,T,,-8.1249388888889,-34.914727777778,1,465,2211.881720430108,117.34146147023087,1,1,31,1930.0,12698.089064501279
1931.0,46950,6ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,6.0,-30.0309,-51.1340,1,608,3887.230263157895,353.98359896906265,3,1,134,1931.0,12701.295852799352
1932.0,27662,2ª VT DE PALMAS,13206.0,GRA1T,3486.0,palmas,TO,1721000.0,Varas Trabalhistas,T,2.0,-10.1696845,-48.330407,1,2259,2447.012837538734,114.76975947718964,3,1,195,1932.0,12715.711557178509
1933.0,29912,13ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,13.0,-23.522675,-46.661457,1,209,3275.4066985645927,1063.6918825472974,3,3,26,1933.0,12741.24259821986
1934.0,19140,VARA DO TRABALHO DE CATAGUASES,13199.0,GRA1T,1164.0,cataguases,MG,3115300.0,Varas Trabalhistas,T,,-21.3869234,-42.6887238,0,333,5064.8408408408395,161.20662547020942,2,1,99,1934.0,12743.610188432907
1935.0,20518,4ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,4.0,-1.4383166666667,-48.486861111111,1,950,2876.5157894736853,185.28820084501808,3,1,119,1935.0,12758.467933996835
1936.0,46962,18ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,18.0,-30.0309,-51.1340,1,3109,3424.5490511418457,423.6179375668408,3,1,608,1936.0,12759.38744591847
1937.0,19154,VARA DO TRABALHO DE MANHUAÇU,13199.0,GRA1T,2860.0,manhuacu,MG,3139409.0,Varas Trabalhistas,T,,-20.258348,-42.034519,0,149,2555.3422818791946,47.944162186267604,2,1,13,1937.0,12785.951948164802
1938.0,19986,Itabuna  - 02a Vara,13201.0,GRA1T,2268.0,itabuna,BA,2914802.0,Varas Trabalhistas,T,,-14.8071158,-39.2764107,0,440,4551.654545454546,120.39161838524548,3,1,111,1938.0,12805.231382707301
1939.0,46974,30ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,30.0,-30.0309,-51.1340,1,419,1959.873508353222,107.23485596882144,1,1,19,1939.0,12815.599005222692
1940.0,20662,RECIFE  - 13A VARA,13202.0,GRA1T,4059.0,recife,PE,2611606.0,Varas Trabalhistas,T,,-8.1249388888889,-34.914727777778,1,1084,3835.061808118081,188.307689209328,3,1,219,1940.0,12847.384036532405
1941.0,46892,2ª Canoas,13200.0,GRA1T,1023.0,canoas,RS,4304606.0,Varas Trabalhistas,T,2.0,-29.5583,-51.1044,0,390,2158.9461538461537,280.83231491855287,3,1,29,1941.0,12873.380168530819
1942.0,20005,Salvador  - 09a Vara,13201.0,GRA1T,4278.0,salvador,BA,2927408.0,Varas Trabalhistas,T,,-12.9710193,-38.5121307,1,649,2704.8212634822808,45.2152420957794,3,1,64,1942.0,12928.919073670313
1943.0,20036,Santo Amaro  - 01a Vara,13201.0,GRA1T,4472.0,santo amaro,BA,2928604.0,Varas Trabalhistas,T,,-12.5516375,-38.6898093,0,982,7660.553971486762,404.50568472154123,3,1,523,1943.0,12953.085824626667
1944.0,45199,GABINETE DO DESEMBARGADOR CONVOCADO JOSÉ MARIA QUADROS DE ALENCAR,13221.0,GABIM,,,,,Gabinete de Ministro,S,,,,1,4,-1380.75,-37.85704881154414,0,0,0,1944.0,12964.983463864284
1945.0,81898,JUIZADO ESPECIAL DA INFANCIA E ADOLESCENCIA DE ARACATUBA,13211.0,UNITE,296.0,aracatuba,SP,3502804.0,Outras Unidades,T,0.0,,,0,1,3840.0,213.3333333333333,3,3,0,1945.0,12985.363398460287
1946.0,20515,1ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,1.0,-1.4383166666667,-48.486861111111,1,1265,3559.094071146245,300.791566517259,3,1,235,1946.0,13082.194392302326
1947.0,46893,3ª Canoas,13200.0,GRA1T,1023.0,canoas,RS,4304606.0,Varas Trabalhistas,T,3.0,-29.5583,-51.1044,0,388,2139.4690721649486,190.46600875150705,3,1,25,1947.0,13129.326230660552
1948.0,29333,SECRETARIA DO JUÍZO AUXILIAR DE EXECUÇÃO,13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,386,4680.8886010362685,302.4026989934941,3,1,104,1948.0,13148.475024007508
1949.0,20523,9ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,9.0,-1.4383166666667,-48.486861111111,1,1193,3568.698239731769,364.2860369415143,3,1,227,1949.0,13155.728216149038
1950.0,19199,1ª VARA DO TRABALHO DE VARGINHA,13199.0,GRA1T,5378.0,varginha,MG,3170701.0,Varas Trabalhistas,T,1.0,-21.5742406,-45.4407196,0,413,3388.871670702179,1173.8098128179174,2,3,57,1950.0,13173.138255403555
1951.0,19531,6ª VARA DO TRABALHO DE JOÃO PESSOA,13209.0,GRA1T,2565.0,joao pessoa,PB,2507507.0,Varas Trabalhistas,T,6.0,-7.1070083,-34.8442357,1,2317,4658.853258523954,3305.824490781229,3,3,999,1951.0,13191.772806756104
1952.0,29284,GOIÂNIA  - 11A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1627,2671.320835894284,311.0212090861465,3,1,185,1952.0,13406.45042661745
1953.0,29298,LUZIÂNIA  - 01A VARA,13214.0,GRA1T,2788.0,luziania,GO,5212501.0,Varas Trabalhistas,T,,-16.2445884,-47.9464612,0,933,2678.1586280814577,341.0910813977657,3,1,108,1953.0,13410.402259267383
1954.0,20656,RECIFE  - 07A VARA,13202.0,GRA1T,4059.0,recife,PE,2611606.0,Varas Trabalhistas,T,,-8.1249388888889,-34.914727777778,1,766,2922.810704960836,194.8715682503532,3,1,94,1954.0,13446.17658820975
1955.0,30100,3ª VARA DO TRABALHO DE SÃO BERNARDO DO CAMPO,13198.0,GRA1T,4539.0,sao bernardo do campo,SP,3548708.0,Varas Trabalhistas,T,3.0,-23.692993,-46.548116,0,422,1749.5639810426542,342.0796926354538,1,1,19,1955.0,13448.721308549153
1956.0,20520,6ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,6.0,-1.4383166666667,-48.486861111111,1,957,2901.3688610240333,167.75150490977697,3,1,114,1956.0,13461.68529873391
1957.0,22293,VT DE CEARÁ-MIRIM,13217.0,GRA1T,1192.0,ceara-mirim,RN,2402600.0,Varas Trabalhistas,T,,-5.6395379,-35.4237292,0,1335,4929.919101123595,138.42880554942892,1,1,365,1957.0,13540.663041556125
1958.0,18920,3ª VARA DO TRABALHO DE JUNDIAÍ,13211.0,GRA1T,2608.0,jundiai,SP,3525904.0,Varas Trabalhistas,T,3.0,-23.187108,-46.884159,0,1896,4170.479430379747,121.2645030820788,3,1,406,1958.0,13580.602484794277
1959.0,19217,2ª VARA DO TRABALHO DE DIVINÓPOLIS,13199.0,GRA1T,1553.0,divinopolis,MG,3122306.0,Varas Trabalhistas,T,2.0,-20.1476085,-44.8900554,0,199,2217.0150753768844,23.67270522606612,2,1,11,1959.0,13595.846228689525
1960.0,20508,1ª Vara do Trabalho de Abaetetuba,13204.0,GRA1T,5.0,abaetetuba,PA,1500107.0,Varas Trabalhistas,T,1.0,-1.7241611111111,-48.885338888889,0,557,3449.039497307002,287.4580915899147,3,1,93,1960.0,13630.441594283586
1961.0,46883,1ª Bento Gonçalves,13200.0,GRA1T,597.0,bento goncalves,RS,4302105.0,Varas Trabalhistas,T,1.0,-29.0954,-51.3007,0,377,1793.3262599469494,164.97202240342952,3,1,13,1961.0,13643.35340281345
1962.0,19492,1ª VARA DO TRABALHO DE JOÃO PESSOA,13209.0,GRA1T,2565.0,joao pessoa,PB,2507507.0,Varas Trabalhistas,T,1.0,-7.1070083,-34.8442357,1,986,2313.494929006085,355.4691333175844,3,1,86,1962.0,13697.83392849807
1963.0,19992,Jequié  - 01a Vara,13201.0,GRA1T,2537.0,jequie,BA,2918001.0,Varas Trabalhistas,T,,-13.8723224,-40.0724815,0,295,2846.837288135593,30.24187665198041,3,1,30,1963.0,13730.79196864281
1964.0,29301,POSSE  - 01A VARA,13214.0,GRA1T,3932.0,posse,GO,5218300.0,Varas Trabalhistas,T,,-14.083793,-46.3663299,0,293,2540.959044368601,160.4448045866212,3,1,26,1964.0,13735.299973014497
1965.0,19171,VARA DO TRABALHO DE TEÓFILO OTONI,13199.0,GRA1T,5145.0,teofilo otoni,MG,3168606.0,Varas Trabalhistas,T,,-17.8745585,-41.5077503,0,388,4286.113402061857,895.6617513062662,1,3,69,1965.0,13759.748567782313
1966.0,22294,VT DE CURRAIS NOVOS,13217.0,GRA1T,1492.0,currais novos,RN,2403103.0,Varas Trabalhistas,T,,-6.2532096,-36.5286505,0,784,5256.40306122449,85.94911105108831,1,1,224,1966.0,13792.143256161637
1967.0,20536,Vara do Trabalho de Castanhal,13204.0,GRA1T,1155.0,castanhal,PA,1502400.0,Varas Trabalhistas,T,,-1.2967916666667,-47.926188888889,0,640,2497.434375,252.4688187510796,3,1,59,1967.0,13811.656596860208
1968.0,30089,4ª VARA DO TRABALHO DE SANTO ANDRÉ,13198.0,GRA1T,4478.0,santo andre,SP,3547809.0,Varas Trabalhistas,T,4.0,-23.656262,-46.529114,0,664,8185.322289156626,3971.369889131086,3,3,467,1968.0,13955.673095070586
1969.0,22290,2VT DE MACAU,13217.0,GRA1T,2800.0,macau,RN,2407203.0,Varas Trabalhistas,T,2.0,-5.1083383,-36.6321702,0,2308,2263.3366551126514,62.66395997152916,1,1,140,1969.0,14035.20827430069
1970.0,19213,2ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,2.0,-19.9216779,-43.9477468,1,486,2185.61316872428,108.39064505237076,2,1,28,1970.0,14058.553706088867
1971.0,29956,57ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,57.0,-23.522675,-46.661457,1,245,3207.110204081633,1160.6836664504708,3,3,28,1971.0,14109.944301636151
1972.0,20336,19ª VARA DO TRABALHO DE CURITIBA,13205.0,GRA1T,1488.0,curitiba,PR,4106902.0,Varas Trabalhistas,T,19.0,-25.4345544,-49.2805863,1,349,1551.1461318051574,302.30809754999734,3,1,9,1972.0,14125.08758575198
1973.0,29295,ITUMBIARA  - 01A VARA,13214.0,GRA1T,2415.0,itumbiara,GO,5211503.0,Varas Trabalhistas,T,,-18.4194498,-49.2162555,0,1738,3955.662255466053,596.9840432237693,3,1,389,1973.0,14162.296588682586
1974.0,19207,17ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,17.0,-19.9216559,-43.9480374,1,746,5996.465147453084,936.882625846866,2,3,225,1974.0,14169.339767837553
1975.0,45240,SECRETARIA-GERAL JUDICIÁRIA,13221.0,GABIM,,,,,Gabinete de Ministro,S,,-15.81,-47.46,1,8594,3482.283802653014,1548.909430716276,3,1,2663,1975.0,14180.92194154955
1976.0,22291,VT DE ASSÚ,13217.0,GRA1T,28.0,acu,RN,2400208.0,Varas Trabalhistas,T,,-5.5774536,-36.9147407,0,768,4033.7265625,103.364933196471,1,1,145,1976.0,14251.154211089603
1977.0,50330,22ª Vara do Trabalho da Região do Cariri,13203.0,GRA1T,2593.0,juazeiro do norte,CE,2307304.0,Varas Trabalhistas,T,2.0,-7.2296037,-39.3429772,0,1919,3109.579989577905,298.75171968073363,1,1,264,1977.0,14303.191073726364
1978.0,29900,1ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,1.0,-23.522675,-46.661457,1,220,2694.9727272727273,726.6786279008217,3,3,10,1978.0,14365.877185244926
1979.0,18568,2ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,2.0,-10.913031,-37.096198,1,5560,4721.437410071942,330.36585531628805,3,1,1553,1979.0,14395.159520548277
1980.0,19257,32ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,32.0,-19.9216559,-43.9480374,1,299,3722.66220735786,112.13404409681502,2,1,49,1980.0,14425.229590019095
1981.0,19957,Alagoinhas  - 01a Vara,13201.0,GRA1T,92.0,alagoinhas,BA,2900702.0,Varas Trabalhistas,T,,-12.1452619,-38.4009141,0,526,3296.1596958174896,41.351541098129395,3,1,68,1981.0,14439.42216640463
1982.0,20705,PALMARES  - 01A VARA,13202.0,GRA1T,3482.0,palmares,PE,2610004.0,Varas Trabalhistas,T,,-8.6846472222222,-35.589352777778,0,1334,3806.870314842579,284.7218109441163,3,1,246,1982.0,14443.763294374923
1983.0,19539,1VARA DO TRABALHO DE SANTA RITA,13209.0,GRA1T,4394.0,santa rita,PB,2513703.0,Varas Trabalhistas,T,1.0,-7.125481,-34.983171,0,1357,2004.5173176123803,285.69738367724744,3,1,76,1983.0,14471.601075804392
1984.0,20658,RECIFE  - 09A VARA,13202.0,GRA1T,4059.0,recife,PE,2611606.0,Varas Trabalhistas,T,,-8.1249388888889,-34.914727777778,1,559,2952.1109123434703,179.16821406246063,3,1,64,1984.0,14481.010009262434
1985.0,46951,7ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,7.0,-30.0309,-51.1340,1,490,3107.887755102041,140.07516400692492,3,1,60,1985.0,14495.233932378163
1986.0,19196,1ª VARA DO TRABALHO DE SETE LAGOAS,13199.0,GRA1T,4977.0,sete lagoas,MG,3167202.0,Varas Trabalhistas,T,1.0,-19.455859,-44.254111,0,665,5871.009022556392,462.1186614887224,2,1,227,1986.0,14498.28852355643
1987.0,29270,CATALÃO  - 01A VARA,13214.0,GRA1T,1165.0,catalao,GO,5205109.0,Varas Trabalhistas,T,,-18.1695462,-47.9456993,0,563,1962.5861456483126,218.16377646572568,3,1,27,1987.0,14510.8680857633
1988.0,19537,VARA DO TRABALHO DE PATOS,13209.0,GRA1T,3601.0,patos,PB,2510808.0,Varas Trabalhistas,T,,-7.024966,-37.269521,0,1537,2449.379960962915,762.7137965226524,3,1,186,1988.0,14511.459683955043
1989.0,20519,5ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,5.0,-1.4383166666667,-48.486861111111,1,1334,4266.314092953523,431.1978980756115,3,1,303,1989.0,14513.019573386237
1990.0,46961,17ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,17.0,-30.0309,-51.1340,1,446,3237.641255605381,275.08207845587043,3,1,62,1990.0,14689.153336959918
1991.0,20525,11ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,11.0,-1.4383166666667,-48.486861111111,1,873,2397.14547537228,113.97617436156578,1,1,61,1991.0,14768.418492352012
1992.0,46949,5ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,5.0,-30.0309,-51.1340,1,519,3341.815028901734,205.63810606733128,3,1,73,1992.0,14780.45901111979
1993.0,30036,4ª VARA DO TRABALHO DE CUBATÃO,13198.0,GRA1T,1469.0,cubatao,SP,3513504.0,Varas Trabalhistas,T,4.0,-23.92238,-46.411335,0,196,2722.545918367347,803.4996360563008,3,3,10,1993.0,14841.358212230025
1994.0,46948,4ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,4.0,-30.0309,-51.1340,1,542,3329.546125461254,252.64739919473664,3,1,77,1994.0,14884.417932368935
1995.0,29905,6ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,6.0,-23.522675,-46.661457,1,327,2727.507645259939,902.1938658992813,3,3,19,1995.0,14895.197763283586
1996.0,29902,3ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,3.0,-23.522675,-46.661457,1,260,2477.523076923077,637.733938359927,3,3,6,1996.0,14900.099289652766
1997.0,19236,22ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,22.0,-19.9216559,-43.9480374,1,364,3046.357142857143,155.74775186313497,2,1,42,1997.0,14948.63973863548
1998.0,19149,VARA DO TRABALHO DE ITAJUBÁ,13199.0,GRA1T,2304.0,itajuba,MG,3132404.0,Varas Trabalhistas,T,,-22.4223319,-45.4515176,0,238,1970.4075630252105,90.00587941554197,1,1,9,1998.0,15074.394203387244
1999.0,46945,1ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,1.0,-30.0309,-51.1340,1,503,3612.4552683896623,279.5552889727222,3,1,81,1999.0,15076.4025999074
2000.0,19966,Candeias  - 01a Vara,13201.0,GRA1T,1001.0,candeias,BA,2906501.0,Varas Trabalhistas,T,,-12.6456606,-38.5361172,0,549,5884.289617486339,74.5182306261403,3,1,165,2000.0,15115.435944973036
2001.0,46963,19ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,19.0,-30.0309,-51.1340,1,510,2593.023529411765,191.61060642896462,3,1,44,2001.0,15126.811092323544
2002.0,19259,34ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,34.0,-19.9216559,-43.9480374,1,423,4197.4420803782505,128.42576626217942,2,1,80,2002.0,15151.261479636634
2003.0,30303,4ª VARA DO TRABALHO DE TERESINA,13218.0,GRA1T,5149.0,teresina,PI,2211001.0,Varas Trabalhistas,T,4.0,-5.045,-42.4706,1,3360,3184.885119047619,411.72937380298,3,1,485,2003.0,15175.66396735763
2004.0,46958,14ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,14.0,-30.0309,-51.1340,1,489,3393.78936605317,248.5399702226005,3,1,70,2004.0,15183.625698099953
2005.0,46954,10ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,10.0,-30.0309,-51.1340,1,435,3017.4597701149432,139.96566635647432,3,1,48,2005.0,15232.25174235252
2006.0,50339,Única Vara do Trabalho de Quixadá,13203.0,GRA1T,4041.0,quixada,CE,2311306.0,Varas Trabalhistas,T,0.0,-4.9622988,-39.01353189,0,704,2285.8210227272725,429.31823363707167,1,1,57,2006.0,15274.784823846241
2007.0,20306,VARA DO TRABALHO DE CAMBÉ,13205.0,GRA1T,914.0,cambe,PR,4103701.0,Varas Trabalhistas,T,,-23.282663,-51.26452,0,433,1665.45727482679,317.6762892785593,3,1,14,2007.0,15315.88813327079
2008.0,19964,Camaçari  - 03a Vara,13201.0,GRA1T,903.0,camacari,BA,2905701.0,Varas Trabalhistas,T,,-12.7053945,-38.3189769,0,619,4353.584814216479,114.9013980959444,3,1,122,2008.0,15316.58684544609
2009.0,20333,16ª VARA DO TRABALHO DE CURITIBA,13205.0,GRA1T,1488.0,curitiba,PR,4106902.0,Varas Trabalhistas,T,16.0,-25.4345544,-49.2805863,1,435,2121.714942528736,208.6741759490147,3,1,24,2009.0,15319.72005547942
2010.0,29272,FORMOSA  - 01A VARA,13214.0,GRA1T,1798.0,formosa,GO,5208004.0,Varas Trabalhistas,T,,-15.5523756,-47.3148126,0,776,2674.8840206185573,208.3279459614089,3,1,71,2010.0,15386.046575001626
2011.0,19541,VARA DO TRABALHO DE SOUSA,13209.0,GRA1T,5032.0,sousa,PB,2516201.0,Varas Trabalhistas,T,,-6.763158,-38.223635,0,943,2354.809119830329,378.05865805891966,3,1,77,2011.0,15390.85037436783
2012.0,20007,Salvador  - 11a Vara,13201.0,GRA1T,4278.0,salvador,BA,2927408.0,Varas Trabalhistas,T,,-12.9710193,-38.5121307,1,391,3324.37084398977,56.75581635980599,3,1,48,2012.0,15523.141018119768
2013.0,19290,7ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,7.0,-19.9216779,-43.9477468,1,508,4706.610236220473,283.74337758077627,1,1,116,2013.0,15525.025210141506
2014.0,19524,VARA DO TRABALHO DE GUARABIRA,13209.0,GRA1T,1976.0,guarabira,PB,2506301.0,Varas Trabalhistas,T,,-6.853625,-35.488434,0,2382,3419.690596137699,964.5614379356019,3,1,458,2014.0,15602.482101311962
2015.0,46959,15ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,15.0,-30.0309,-51.1340,1,524,3559.853053435115,237.70902883208407,3,1,78,2015.0,15659.093302567682
2016.0,20660,RECIFE  - 11A VARA,13202.0,GRA1T,4059.0,recife,PE,2611606.0,Varas Trabalhistas,T,,-8.1249388888889,-34.914727777778,1,665,3205.357894736842,172.50952084259762,3,1,81,2016.0,15663.587310533627
2017.0,19998,Salvador  - 02a Vara,13201.0,GRA1T,4278.0,salvador,BA,2927408.0,Varas Trabalhistas,T,,-12.9710193,-38.5121307,1,506,4480.276679841897,67.48261972738409,3,1,99,2017.0,15806.675068523915
2018.0,20009,Salvador  - 13a Vara,13201.0,GRA1T,4278.0,salvador,BA,2927408.0,Varas Trabalhistas,T,,-12.9710193,-38.5121307,1,352,3098.809659090909,43.95055706507628,3,1,37,2018.0,15823.896965622933
2019.0,19973,Feira de Santana  - 02a Vara,13201.0,GRA1T,1737.0,feira de santana,BA,2910800.0,Varas Trabalhistas,T,,-12.2493395,-38.9487838,0,415,3581.465060240964,105.6040325931126,3,1,58,2019.0,15851.280073362395
2020.0,20526,12ª Vara do Trabalho de Belém,13204.0,GRA1T,572.0,belem,PA,1501402.0,Varas Trabalhistas,T,12.0,-1.4383166666667,-48.486861111111,1,1416,3929.72104519774,310.64775329402687,3,1,251,2020.0,15857.060724061308
2021.0,19180,1ª VARA DO TRABALHO DE BETIM,13199.0,GRA1T,611.0,betim,MG,3106705.0,Varas Trabalhistas,T,1.0,-19.9687886,-44.1986039,0,233,2493.231759656652,151.04863554730738,2,1,17,2021.0,15860.857026874251
2022.0,19520,3ª VARA DO TRABALHO DE CAMPINA GRANDE,13209.0,GRA1T,934.0,campina grande,PB,2504009.0,Varas Trabalhistas,T,3.0,-7.232128,-35.886606,0,785,2539.08152866242,352.9983421133638,3,1,70,2022.0,15880.841217092671
2023.0,19242,28ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,28.0,-19.9216559,-43.9480374,1,420,4797.926190476191,258.97503485422027,2,1,95,2023.0,15941.07082429801
2024.0,20559,1ª Vara do Trabalho de Santarém,13204.0,GRA1T,4467.0,santarem,PA,1506807.0,Varas Trabalhistas,T,1.0,-2.426425,-54.731819444444,0,952,4355.6596638655465,407.3897518537999,3,1,199,2024.0,15943.237475031658
2025.0,50303,Única Vara do Trabalho de Baturité,13203.0,GRA1T,556.0,baturite,CE,2302107.0,Varas Trabalhistas,T,0.0,-4.3219451,-38.8841727,0,471,3136.891719745223,866.1929890513591,1,3,36,2025.0,16278.64581469999
2026.0,30051,3ª VARA DO TRABALHO DE GUARULHOS,13198.0,GRA1T,2012.0,guarulhos,SP,3518800.0,Varas Trabalhistas,T,3.0,-23.465289,-46.532099,0,381,3098.808398950131,1580.8148439441495,3,3,45,2026.0,16328.07762802789
2027.0,19269,4ª VARA DO TRABALHO DE JUIZ DE FORA,13199.0,GRA1T,2600.0,juiz de fora,MG,3136702.0,Varas Trabalhistas,T,4.0,-21.758438,-43.350706,0,529,4380.427221172023,255.15013253733485,2,1,103,2027.0,16337.731031805046
2028.0,46947,3ª Porto Alegre,13200.0,GRA1T,3897.0,porto alegre,RS,4314902.0,Varas Trabalhistas,T,3.0,-30.0309,-51.1340,1,458,3201.565502183406,204.2119401597084,3,1,54,2028.0,16375.793706506345
2029.0,20655,RECIFE  - 06A VARA,13202.0,GRA1T,4059.0,recife,PE,2611606.0,Varas Trabalhistas,T,,-8.1249388888889,-34.914727777778,1,683,3746.616398243045,209.830719223372,3,1,104,2029.0,16384.849320806374
2030.0,20299,2ª VARA DO TRABALHO DE APUCARANA,13205.0,GRA1T,282.0,apucarana,PR,4101408.0,Varas Trabalhistas,T,2.0,-23.5481304,-51.4540306,0,192,1613.166666666667,52.69727675553829,3,1,2,2030.0,16389.114135667594
