codigo,descricao
11107,Estado de Necessidade exculpante
11108,Estrito Cumprimento do Dever Legal
11109,Exercício Regular do Direito
11110,Inexigibilidade de Conduta Diversa
11111,Legítima Defesa
11112,Perda em favor da Fazenda Pública
11113,Reparação do Dano
11114,Conversão da Pena
11115,Substituição da Pena
11116,Abandono de posto e de outros crimes em serviço
11117,Deserção
11118,Exercício de comércio
11119,Insubmissão
11120,Criação ou simulação de incapacidade física
11121,Favorecimento a convocado
11122,Insubmissão
11123,Insubmissão privilegiada
11124,Substituição de convocado
11125,Exercício de comércio por oficial
11126,Concerto para deserção
11127,Deserção
11128,Deserção - casos assimilados
11129,Deserção especial
11130,Deserção por evasão ou fuga
11131,Deserção privilegiada
11132,Deserção qualificada
11133,Favorecimento a desertor
11134,Omissão de Oficial
11135,Abandono de posto
11136,Descumprimento de missão
11137,Dormir em serviço
11138,Embriaguez em serviço
11139,Omissão de eficiência da força
11140,Omissão de providências para evitar danos
11141,Omissão de providências para salvar comandados
11142,Omissão de socorro
11143,Retenção indevida
11144,Apropriação Indébita
11145,Dano
11146,Estelionato e outras fraudes
11147,Furto
11148,Receptação
11149,Roubo e Extorsão
11150,Usura
11151,Usurpação
11152,Alteração de Limites 
11153,"Aposição, supressão ou alteração de marca"
11154,Usura pecuniária
11155,Chantagem
11156,Extorsão 
11157,Extorsão indireta
11158,Extorsão mediante sequestro
11159,Latrocínio
11160,Roubo
11161,Roubo qualificado
11162,Receptação
11163,Furto 
11164,Furto de uso
11165,Furto qualificado
11166,Abuso de pessoa
11167,Estelionato
11168,Dano atenuado
11169,Dano em aparelhos e instalações 
11170,Dano em navio de guerra ou mercante em serviço militar
11171,Dano material ou aparelhamento de guerra
11172,Dano qualificado
11173,Dano simples
11174,"Desaparecimento,consunção ou extravio"
11175,Apropriação de coisa achada
11176,Apropriação de coisa havida acidentalmente
11177,Apropriação indébita
11178,Contra a Saúde
11179,Crimes contra os Meios de Transporte e de Comunicação
11180,Crimes de Perigo Comum
11181,Abuso de radiação
11182,Desabamento ou desmoronamento
11183,Difusão de epizootia ou praga vegetal
11184,Embriaguez ao volante
11185,Emprego de gás tóxico ou asfixiante
11186,Explosão
11187,Fatos que expõem a perigo aparelhamento militar
11188,Fuga após acidente de trânsito
11189,Incêndio
11190,Inundação
11191,Perigo de inundação
11192,Perigo resultante de violação de regra de trânsito
11193,"Subtração, ocultação ou inutilização de material de socorro"
11194,Arremesso de projétil
11195,Atentado contra serviço de utilidade militar
11196,Atentado contra transporte
11197,Atentado contra viatura ou outro meio de transporte
11198,Interrupção ou perturbação de serviço ou meio de comunicação
11199,Perigo de desastre ferroviário
11200,Corrupção ou poluição de água potável
11201,Envenenamento com perigo extensivo
11202,Epidemia
11203,Fornecimento de substância alterada
11204,Fornecimento de substancia nociva
11205,Omissão de notificação de doença
11206,Receita Ilegal
11207,"Tráfico, posse ou uso de entorpecente ou substância de efeito similar"
11208,Atos de jurisdição indevida
11209,"Consecução de notícia, informação ou documento para fim de espionagem"
11210,Desenho ou levantamento de plano ou planta de local militar
11211,Entendimento para empenhar o Brasil à neutralidade ou à guerra
11212,Entendimento para gerar conflito ou divergência com o Brasil
11213,Hostilidade contra país estrangeiro
11214,Hostilidade qualificada pelo resultado
11215,Penetração com o fim de espionagem
11216,Provocação a país estrangeiro
11217,"Revelação de notícia, informação ou documento"
11218,"Revelação de notícia, informação ou documento, com o fim de espionagem militar"
11219,Sobrevôo em local interdito
11220,Tentativa contra a soberania do Brasil
11221,Turbação de objeto ou documento
11222,Violação de território estrangeiro
11223,Crimes contra a Honra
11224,Crimes contra a Liberdade
11225,Crimes Sexuais
11226,Genocídio
11227,Homicídio
11228,Lesão Corporal e Rixa
11229,Periclitação da Vida ou da Saúde
11230,Ultraje Público ao Pudor
11231,Ato obsceno
11232,Escrito ou objeto obsceno
11233,Abandono de pessoa
11234,Abandono de pessoa seguida de morte ou lesão grave
11235,Maus tratos
11236,Maus tratos seguido de morte ou lesão grave
11237,Lesão grave
11238,Lesão leve
11239,Lesão levíssima
11240,Lesão privilegiada
11241,Lesão seguida de morte
11242,Participação em rixa
11243,Homicídio
11244,Homicidio qualificado
11245,Homicido privilegiado
11246,Provocação direta ou auxílio a suicídio
11247,Provocação indireta ao suicídio
11248,Genocídio
11249,Atentado violento ao pudor
11250,Corrupção de menores
11251,Estupro
11252,Ato Libidinoso
11253,Ameaça
11254,Constragimento ilegal
11255,Desafio para duelo
11256,Divulgação de segredo
11257,Sequestro ou cárcere privado
11258,Violação de correspondência
11259,Violação de domicílio
11260,Violação de recato
11261,Violação de segredo profissional
11262,Calúnia
11263,Difamação
11264,Injúria
11265,Injuria real
11266,Ofensa às forças armadas
11267,Desrespeito a superior e a símbolo nacional ou farda
11268,Aliciação e incitamento
11269,"Fuga, evasão, arrebatamento e amotinamento de presos"
11270,Insubordinação
11271,Motim e Revolta
11272,Resistência
11273,Usurpação e excesso ou abuso de autoridade
11274,Violência contra superior ou militar de serviço
11275,Violência contra militar de serviço
11276,Violência contra superior
11277,Abuso de requisição militar
11278,Assunção de comando sem ordem ou autorização
11279,Conservação ilegal de comando
11280,Ofensa aviltante a inferior
11281,Operação militar sem ordem superior
11282,Ordem arbitrária de invasão
11283,Rigor excessivo
11284,"Uso indevido de uniforme, distintivo ou insígnia militar por qualquer pessoa"
11285,"Uso indevido por militar de uniforme, distintivo ou insígnia"
11286,Violência contra inferior
11287,Resistência mediante ameaça ou violência
11288,Conspiração
11289,Motim
11290,Omissão de lealdade militar
11291,Organização de grupo para prática de violência
11292,Revolta
11293,Oposição a ordem de sentinela
11294,Publicação ou crítica indevida
11295,Recusa a obediência
11296,Reunião ilícita
11297,Amotinamento
11298,Arrebatamento de preso ou internado
11299,Evasão de preso ou internado
11300,Fuga de preso ou internado
11301,Aliciação para motim ou revolta
11302,Apologia de fato criminoso ou do seu autor
11303,Incitamento
11304,Despojamento desprezível
11305,"Desrespeito a comandante, oficial-general ou oficial de serviço"
11306,Desrespeito a símbolo nacional
11307,Desrespeito a superior 
11308,"Concussão, Excesso de Exação e Desvio"
11309,Corrupção
11310,Crimes contra o dever funcional
11311,Crimes praticados por particular contra a Administração Militar
11312,Desacato e da Desobediência
11313,Falsidade
11314,Peculato
11315,Peculato
11316,Peculato mediante aproveitamento ou erro de outrem
11317,Peculato-furto
11318,Certidão ou atestado ideologicamente falso 
11319,Cheques sem fundos
11320,Falsa identidade
11321,Falsidade ideológica
11322,Falsificação de documento
11323,Supressão de documento
11324,Uso de documento falso
11325,Uso de documento pessoal alheio
11326,Desacato a assemelhado ou funcionário
11327,Desacato a militar
11328,Desacato a superior
11329,Desobediência
11330,Ingresso clandestino
11331,"Impedimento, perturbação ou fraude de concorrencia"
11332,Inutilização de edital ou de sinal oficial
11333,"Subtração ou inutilização de livro, processo ou documento"
11334,Tráfico de influência
11335,Usurpação de função
11336,Abandono de cargo
11337,Abuso de confiança ou boa fé
11338,Aplicação ilegal de verba ou dinheiro
11339,Condescendência criminosa
11340,Exercício funcional ilegal
11341,"Extravio, sonegação ou inutilização de livro ou documento"
11342,"Inobservancia de lei, regulamento ou instrução"
11343,Não inclusão de nome em lista
11344,"Obstáculo à hasta pública, concorrência ou tomada de preços"
11345,Patrocínio indébito
11346,Prevaricação
11347,Violação de sigilo de proposta de concorrência
11348,Violação de sigilo funcional
11349,Violação do dever funcional com o fim de lucro
11350,Violação ou divulgação indevida de correspondência ou comunicação
11351,Violência arbitrária
11352,Corrupção ativa
11353,Corrupção passiva
11354,Participação ilícita
11355,Concussão
11356,Desvio
11357,Excesso de exação
11358,Auto-acusação falsa
11359,Coação
11360,Comunicação falsa de crime
11361,"Corrupção ativa de testemunha, perito ou intérprete"
11362,Denunciação caluniosa
11363,Desacato
11364,Desobediência a decisão judicial
11365,Desobediência a decisão sobre perda ou suspensão de atividade ou direito
11366,Exploração de prestígio
11367,Falso testemunho ou falsa perícia
11368,Favorecimento pessoal
11369,Favorecimento real
11370,"Inutilização,sonegação ou descaminho de material probante"
11371,Publicidade opressiva
11372,Recusa de função na Justiça Militar
11386,Advertência
11387,Internação com atividades externas
11388,Internação sem atividades externas
11389,Liberdade assistida
11390,Obrigação de reparar o dano
11391,Prestação de serviços à comunidade
11392,Semiliberdade
11410,Crimes contra portadores de deficiência
11412,Conflito fundiário coletivo rural
11413,Conflito fundiário coletivo urbano
11414,Crime/contravenção decorrente de conflito fundiário coletivo
11416,Violação sexual mediante fraude
11417,Estupro de vulnerável
11418,Satisfação de lascívia mediante presença de criança ou adolescente 
11419,Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável 
11420,Favorecimento da prostituição ou outra forma de exploração sexual
11421,Tráfico internacional de pessoa para fim de exploração sexual
11422,Tráfico interno de pessoa para fim de exploração sexual
11428,DIREITO ELEITORAL
11429,Crimes Eleitorais
11430,Crimes contra a Organização Administrativa da Justiça Eleitoral
11431,Intervenção Indevida de Autoridade Junto à Mesa Receptora
11432,Não Observância de Chamamento de Eleitores para Votar
11433,Práticas Irregulares que Determinam a Anulação da Votação
11434,Votação de Eleitor na Seção Eleitoral na qual Não Está Inscrito ou Autorizado a Votar 
11435,Contagem de Votos de Eleitores em Relação aos quais Houve Impugnação
11436,"Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral"
11437,Crimes contra o Serviço da Justiça Eleitoral
11438,Inscrição Fraudulenta
11439,Induzimento à Inscrição de Eleitor em Infração às Normas Legais
11440,Inscrição Fraudulenta Efetivada pelo Juiz
11441,Negativa ou Retardamento de Inscrição sem Fundamento Legal
11442,Perturbação ou Impedimento de Alistamento
11443,Promoção de Desordem nos Trabalhos Eleitorais
11444,Majoração de Preços de Utilidade e Serviços Necessários à Realização das Eleições
11445,"Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição "
11446,"Retardamento ou Não-Publicação de Decisões, Citações ou Intimações da Justiça Eleitoral"
11447,Não-Apresentação de Denúncia ou Não Execução de Sentença Penal Condenatória no Prazo Legal  
11448,"Não Cumprimento, pela Autoridade Judiciária, do Dever de Representar Contra o Órgão do Ministério que Não Oferece Denúncia no Prazo Legal "
11449,Recusa ou Abandono do Serviço Eleitoral
11450,Não Cumprimento dos Deveres Impostos pelo Código Eleitoral à Autoridade Judiciária e aos Funcionários da Justiça Eleitoral 
11451,Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político 
11452,Desobediência a Ordens ou Instruções da Justiça Eleitoral 
11453,"Descumprimento do Dever de Informar o Número, Espécie e Lotação de Veículos e Embarcações "
11454,Desatendimento à Requisição de Veículo ou Embarcação  
11455,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores
11456,Estupro de Vulnerável
11457,Favorecimento de Prostituição ou Outra Forma de Exploração Sexual 
11458,Favorecimento de Prostituição ou Outra Forma de Exploração Sexual de Vulnerável
11459,Satisfação de Lascívia Mediante Presença de Criança ou Adolescente
11460,Tráfico Interno de Pessoa para Fim de Exploração Sexual
11461,Violação Sexual Mediante Fraude
11464,Obstamento do Transporte e Fornecimento de Alimentos a Eleitores pela Justiça Eleitoral
11465,Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral
11466,Dano a Equipamento Eleitoral
11467,Crimes contra a Fé Pública Eleitoral
11468,Omissão na Expedição de Boletim de Apuração
11469,"Omissão no Recolhimento das Cédulas Apuradas, no Fechamento e Lacração da Urna"
11470,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração
11471,"Omissão no Recebimento e Registro de Protestos, bem como, de sua Remessa à Instância Superior "
11472,Falsificação ou Alteração de Documento Público para Fins Eleitorais
11473,Falsidade Ideológica
11474,Reconhecimento Indevido de Firma ou Letras para Fins Eleitorais
11475,Uso de Documento Falso para Fins Eleitorais
11476,Obtenção de Documento Falso para Fins Eleitorais
11477,Omissão da Entrega do Boletim de Urna
11478,Obtenção de Acesso a Sistema de Dados Eleitorais
11479,Destruição de Dados Eleitorais
11480,Cerceamento da Fiscalização Partidária
11481,Recusa de Entrega de Boletim
11482,Crimes contra a Propaganda Eleitoral
11483,Divulgação de Fatos Inverídicos na Propaganda Eleitoral
11484,Calúnia na Propaganda Eleitoral
11485,Divulgação de Falsa Imputação
11486,Difamação na Propaganda Eleitoral
11487,Injúria na Propaganda Eleitoral
11488,Injúria Eleitoral Violenta
11489,"Inutilização, Alteração ou Perturbação de Propaganda"
11490,Impedimento do Exercício da Propaganda
11491,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores
11492,Realização de Propaganda Eleitoral em Língua Estrangeira
11493,Participação de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral 
11494,Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral 
11495,Pesquisa Fraudulenta
11496,"Uso, na Propaganda Eleitoral, de Símbolo de Órgãos de Governo"
11497,Crimes contra o Sigilo ou o Exercício do Voto
11498,Retenção de Título Eleitoral ou do Comprovante de Alistamento Eleitoral
11499,Impedimento ou Embaraço ao Exercício do Sufrágio
11500,"Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas "
11501,Corrupção Eleitoral
11502,Coação Visando a Obtenção de Voto ou a sua Abstenção
11503,Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção
11504,Concentração de Eleitores para Embaraçar ou Fraudar o Exercício do Voto
11505,Fornecimento ao Eleitor de Cédula Oficial Já Assinalada ou Marcada
11506,Fornecimento de Cédula Eleitoral Rubricada a Destempo
11507,Votação Múltipla ou Realizada em Lugar de Outrem
11508,Violação do Sigilo do Voto
11509,Violação do Sigilo da Urna ou dos Invólucros
11510,"Destruição, Supressão ou Ocultação de Urna Contendo Votos ou Documentos Eleitorais "
11511,Destruição de Relação de Candidatos
11512,Uso Proibido de Alto-Falantes
11513,Arregimentação de Eleitor ou Boca de Urna
11514,Divulgação de Propaganda Eleitoral no Dia da Eleição
11515,Retenção de Título ou Comprovante de Alistamento Eleitoral
11516,Subscrição de Mais de Uma Ficha de Filiação Partidária
11517,Crimes contra os Partidos Políticos
11518,Subscrição de Mais de Uma Ficha de Filiação Partidária
11519,Inscrição Simultânea em Dois ou Mais Partidos
11520,Coleta de Assinatura em Mais de Uma Ficha de Registro Partidário
11521,Preterição à Prioridade Postal
11522,Arguição de Ineligibilidade Temerária ou de Má-Fé
11523,Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais
11524,Irregularidades dos Dados Publicados em Pesquisas Eleitorais
11557,Administração da Justiça Eleitoral
11558,Conduta Vedada a Agente Público
11559,Improbidade Administrativa
11560,Descumprimento de Prazos Eleitorais
11561,Garantia de Autoridade de Decisão do Tribunal
11562,Magistrado
11563,Afastamento de Magistrado
11564,Designação de Juiz Eleitoral
11565,Lista Tríplice
11566,Servidor
11567,Concurso Público
11568,Remoção de Servidor
11569,Requisição
11570,Requisição de Servidor
11571,Requisição de Servidor - Renovação de Requisição de Servidor
11572,Minuta de Resolução
11573,Requisição de Força Federal
11574,Alistamento Eleitoral
11575,Alistamento Eleitoral - Cancelamento
11576,Alistamento Eleitoral - Domicílio Eleitoral
11577,Alistamento Eleitoral - Duplicidade/Pluralidade
11578,Alistamento Eleitoral - Exclusão
11579,Alistamento Eleitoral - Inscrição Eleitoral
11580,Impugnação - Alistamento Eleitoral
11581,Impugnação - Inscrição Eleitoral
11582,Impugnação - Transferência de Domicílio Eleitoral
11583,Eleições
11584,Candidatos
11585,Condição de Elegibilidade
11586,Condição de Elegibilidade - Alistamento Eleitoral
11587,Condição de Elegibilidade - Domicílio Eleitoral na Circunscrição
11588,Condição de Elegibilidade - Idade Mínima
11589,Condição de Elegibilidade - Filiação Partidária
11590,Condição de Elegibilidade - Nacionalidade Brasileira
11591,Condição de Elegibilidade - Pleno Exercício dos Direitos Políticos
11592,Condição de Elegibilidade - Quitação Eleitoral
11593,Direito de Resposta
11594,Identificação Numérica de Candidato
11595,Inelegibilidade
11596,Inelegibilidade - Abuso do Poder Econômico ou Político
11597,Inelegibilidade - Analfabetismo
11598,Inelegibilidade - Condenação Criminal por órgão colegiado ou Transitada em Julgado
11599,Inelegibilidade - Declaração de Indignidade ou de Incompatibilidade com o Oficialato
11600,Inelegibilidade - Desincompatibilização
11601,Inelegibilidade - Inalistável
11602,Inelegibilidade - Parentesco
11603,Inelegibilidade - Reeleição
11604,Inelegibilidade - Rejeição de Contas Públicas
11605,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral
11606,Inelegibilidade - Terceiro Mandato
11607,Inelegibilidade - Vida Pregressa
11608,Inelegibilidade - Vínculo Afetivo
11609,Inelegibilidade - Vínculo Conjugal
11610,Inelegibilidade - Vínculo em União Estável 
11611,Nome do Candidato
11612,Nome do Candidato - Homonímia
11613,Nome do Candidato - Variação Nominal
11614,Prestação de Contas - De Candidato
11615,Registro de Candidatura
11616,Impugnação ao Registro de Candidatura
11617,Registro de Candidatura - Preenchimento de Vaga Remanescente
11618,Registro de Candidatura - RRC - Candidato
11619,Registro de Candidatura - RRCI - Candidato Individual
11620,Registro de Candidatura - Substituição de Candidato
11621,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro
11622,Registro de Candidatura - Substituição de Candidato - Por Cassação de Registro
11623,Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária
11624,Registro de Candidatura - Substituição de Candidato - Por Falecimento
11625,Registro de Candidatura - Substituição de Candidato - Por Indeferimento de Registro
11626,Registro de Candidatura - Substituição de Candidato - Por Ineligibilidade
11627,Registro de Candidatura - Substituição de Candidato - Por Renúncia
11628,Cargos
11629,Cargo - Deputado Distrital
11630,Cargo - Deputado Estadual
11631,Cargo - Deputado Federal
11632,Cargo - Governador
11633,Cargo - Prefeito
11634,Cargo - Presidente da República
11635,Cargo - Primeiro Suplente de Senador
11636,Cargo - Segundo Suplente de Senador
11637,Cargo - Senador
11638,Cargo - Vereador
11639,Cargo - Vice-Governador
11640,Cargo - Vice-Prefeito
11641,Cargo - Vice-Presidente da República
11642,Eleições - 1° Turno
11643,Eleições - 2° Turno
11644,Eleições - Anulação de Eleições
11645,Eleições - Eleição Majoritária
11646,Eleições - Eleição Proporcional
11647,Eleições - Eleição Suplementar
11648,Pesquisa Eleitoral
11649,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta
11650,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro
11651,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral
11652,Propaganda Política - Propaganda Eleitoral
11653,Propaganda Política - Propaganda Eleitoral - Adesivo
11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som
11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa
11656,Propaganda Política - Propaganda Eleitoral - Bem Particular
11657,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum
11658,Propaganda Política - Propaganda Eleitoral - Bem Público
11659,Propaganda Política - Propaganda Eleitoral - Bem Tombado
11660,Propaganda Política - Propaganda Eleitoral - Boca de Urna
11661,Propaganda Política - Propaganda Eleitoral - Cavalete
11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício
11663,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal
11664,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde"
11665,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal
11666,Propaganda Política - Propaganda Eleitoral - Debate Político
11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada
11668,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos
11669,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito
11670,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda
11671,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda
11672,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco
11673,Propaganda Política - Propaganda Eleitoral - Rádio
11674,Propaganda Política - Propaganda Eleitoral - Rádio Comunitária
11675,Propaganda Política - Propaganda Eleitoral - Televisão
11676,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação
11677,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide
11678,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal
11679,Propaganda Política - Propaganda Eleitoral - Internet
11680,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias
11681,Propaganda Política - Propaganda Eleitoral - Outdoors
11682,Propaganda Política - Propaganda Eleitoral - Pintura em Muro
11683,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial"
11684,Recursos Financeiros de Campanha Eleitoral
11685,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral
11686,Comitê Financeiro
11687,Prestação de Contas - De Comitê Financeiro
11688,Registro de Comitê Financeiro
11689,Registro de Comitê Financeiro - Eleição Majoritária
11690,Registro de Comitê Financeiro - Eleição Proporcional
11691,Registro de Comitê Financeiro - Único
11692,Contas
11693,Contas - Apresentação de Contas
11694,Contas - Aprovação
11695,Contas - Aprovação das Contas
11696,Contas - Aprovação das Contas com Ressalvas
11697,Contas - Desaprovação/Rejeição das Contas
11698,Contas - Não Apresentação das Contas
11699,Doação de Recursos Acima do Limite Legal
11700,Doação de Recursos Acima do Limite Legal - Pessoa Física
11701,Doação de Recursos Acima do Limite Legal - Pessoa Jurídica
11702,Garantias Eleitorais
11703,Habeas Corpus
11704,Habeas Corpus - Liberatório
11705,Habeas Corpus - Preventivo
11706,Impugnação
11707,Impugnação - Identidade de Eleitor Admitido a Votar
11708,Impugnação - Nomeação de Membro da Mesa Receptora
11709,Impugnação - Nomeação de Membro da Junta Eleitoral
11710,Impugnação - Sistema Eletrônico de Votação
11711,Impugnação - Voto por Cédula
11712,Registro de Candidatura - DRAP - Partido/Coligação
11713,Resultados
11714,Apuração/Totalização de Votos
11715,Quociente Eleitoral/Partidário
11716,Transgressões Eleitorais
11717,Abuso
11718,Abuso - De Poder Econômico
11719,Abuso - De Poder Político/Autoridade
11720,Abuso - Uso Indevido de Meio de Comunicação Social
11721,Captação Ilícita de Sufrágio
11722,Corrupção ou Fraude
11723,Propaganda Política - Propaganda Institucional
11724,Diplomação
11725,Direitos Políticos
11726,Direitos Políticos - Perda dos Direitos Políticos
11727,Direitos Políticos - Restabelecimento dos Direitos Políticos
11728,Direitos Políticos - Suspensão de Direitos Políticos
11729,Execução
11730,Execução - De Astreintes
11731,Execução - De Multa Eleitoral
11732,Execução de Julgado
11733,Garantias Processuais
11734,Cautelar Inominada
11735,Cautelar Inominada - De Busca e Apreensão
11736,Cautelar Inominada - De Produção Antecipada de Provas
11737,Cautelar Inominada - Incidental
11738,Cautelar Inominada - Preparatória
11739,Exceção
11740,Exceção - De Coisa Julgada
11741,Exceção - De Ilegitimidade de Parte
11742,Exceção - De Impedimento
11743,Exceção - De Incompetência
11744,Exceção - De Litispendência
11745,Exceção - De Pré-Executividade
11746,Exceção - De Suspeição
11747,Partidos Políticos
11748,Alteração Estatutária de Partido Político em Matéria Administrativa
11749,Coligação Partidária
11750,Coligação Partidária - Majoritária
11751,Coligação Partidária - Majoritária e Proporcional
11752,Coligação Partidária - Proporcional
11753,Convenção Partidária
11754,Filiação/Desfiliação
11755,Filiação Partidária
11756,Filiação Partidária - Cancelamento
11757,Filiação Partidária - Coexistência
11758,Filiação Partidária - Exclusão
11759,Desfiliação Partidária
11760,Justificação de Desfiliação Partidária
11761,Perda de Cargo Eletivo por Desfiliação Partidária
11762,Fusão de Partidos Políticos
11763,Incorporação de Partidos Políticos
11764,Órgão de Direção Partidária
11765,Dissolução de Órgão de Direção Partidária
11766,Partido Político - Órgão de Direção Estadual
11767,Partido Político - Órgão de Direção Municipal
11768,Partido Político - Órgão de Direção Nacional
11769,Partido Político - Comissão Provisória
11770,Propaganda Política
11771,Propaganda Política - Propaganda Intrapartidária
11772,Propaganda Política Partidária
11773,Propaganda Política - Propaganda Partidária
11774,Veiculação
11775,Veiculação de Propaganda Partidária - Em Bloco
11776,Veiculação de Propaganda Partidária - Em Inserções
11777,Plebiscito
11778,Requerimento
11779,Contra o Ordenamento Urbano e o Patrimônio Cultural
11780,Crimes contra o Ordenamento Urbano e o Patrimônio Cultural
11781,Objetos de cartas precatórias/de ordem
11782,Intimação
11783,Citação
11784,Oitiva
11785,Diligências
11786,Atos executórios
11797,Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional
11802,Ordem Urbanística
11803,CONSELHOS
11804,Programas de Arrendamento Residencial  PAR
11805,Tabela Price
11806,Empréstimo consignado
11807,Tarifas
11808,Capitalização e Previdência Privada
11809,Transporte Aquaviário
11810,Dever de Informação
11811,Práticas Abusivas
11812,Oferta e Publicidade
11814,Transporte Ferroviário
11815,Transporte Rodoviário
11816,Infrações administrativas
11817,Fundos
11818,Medidas de proteção
11819,Classificação indicativa
11820,Entidades de atendimento
11821,Conselhos tutelares
11822,Mineração
11823,Reserva legal
11824,Recursos Hídricos
11825,Poluição
11826,Zoneamento Ecológico e Econômico
11827,Zona Costeira
11828,Área de Preservação Permanente
11829,Produtos Controlados / Perigosos
11830,Patrimônio Cultural
11831,Controle Externo da atividade policial
11832,Conselho do Idoso
11833,Conselho da Comunidade
11834,Conselho sobre Drogas
11835,Conselho de Direitos da Criança e Adolescente
11836,Parcelamento do Solo
11837,Comércio Ambulante
11838,Operações Urbanas Consorciadas
11839,Posturas Municipais
11840,Segurança em Edificações
11841,Política Agrícola
11842,Pessoa Idosa
11843,Pessoas com deficiência
11844,Minorias Étnicas
11845,Comunicação Social
11846,Moradia
11847,Assistência Social
11848,Alimentação
11849,Não Discriminação
11851,Terceirização do SUS
11852,Financiamento do SUS
11853,Vigilância Sanitária e Epidemiológica
11854,Saúde Mental
11855,Controle Social e Conselhos de Saúde
11856,Hospitais e Outras Unidades de Saúde
11857,Doação e Transplante de Órgãos; Tecidos e Partes do Corpo Humano
11858,Recebimento de bolsa de estudos
11860,Produto Impróprio
11861,Combustíveis e derivados
11862,Saneamento
11863,Responsabilidade Fiscal
11864,Irregularidade no atendimento
11865,Vendas casadas
11866,Jogos / Sorteios / Promoções comerciais
11867,Produto Impróprio
11868,Combustíveis e derivados
11869,Saneamento
11870,Utilização de bens públicos
11871,Agências/órgãos de regulação
11872,Sistema de proteção especial a vítimas e a testemunhas
11873,Política fundiária e da reforma agrária
11874,Responsabilidade fiscal
11883,Tratamento Médico-Hospitalar
11884,Fornecimento de Medicamentos
11885,Unidade de terapia intensiva (UTI) ou unidade de cuidados intensivos (UCI)
11895,Crimes Previstos no Estatuto do Torcedor
11896,Previstos no Estatuto do Torcedor
11897,Crédito Especial
11898,Crédito Extraordinário
11899,Ato Normativo
11900,Resolução
11901,Recomendação
11902,Resolução Conjunta
11903,Concurso para magistrado
11904,Prova Objetiva
11905,Prova Subjetiva
11906,Prova Prática-Sentença
11907,Prova Oral
11908,Reserva de Vagas
11909,Concurso para servidor
11910,Concurso para serventia extrajudicial
11911,Juizados Especiais
11912,Juiz Leigo
11913,Composição de Turmas Recursais
11914,Licença
11915,Participação Societária
11916,Plantão Judiciário
11917,Residência
11918,Substituição/Convocação em Tribunal
11919,Violação Prerrogativa Advogado
11920,Eleição
11921,Cargos de Direção
11922,Órgão Especial
